Source;Target;Tweet
589124094181974017;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589124095125630976;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589123902527430656;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589123945472884736;589122039002300416;RT @toret: La pregunta es que haces. No delegues, demosle caña entre todos. No esperemos. No va a cambiar nada sin nosotros.  #WyomingConAda
589123964997390336;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589124047738404865;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589124026649411584;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589124314559094786;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589124318401007616;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589127051308838912;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589127199430676481;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589127358696783872;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589126834547257345;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589129412597145600;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589129234955763714;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589129330837553152;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589129045738135552;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589128899071758336;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589128962950959104;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589132069000851456;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589140442400296960;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589146347649032193;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589115639438176257;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589115458370084864;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589117357265649665;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589119845960183808;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589119554095308800;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589121195066445824;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589120679192223744;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589121153458909184;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589120959124221952;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589123140791447552;589122039002300416;RT @toret: La pregunta es que haces. No delegues, demosle caña entre todos. No esperemos. No va a cambiar nada sin nosotros.  #WyomingConAda
589122910637465603;589122039002300416;RT @toret: La pregunta es que haces. No delegues, demosle caña entre todos. No esperemos. No va a cambiar nada sin nosotros.  #WyomingConAda
589124979222011904;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589125060948004864;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589124840545722368;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589126100745326592;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589125902715457536;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589125978145849345;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589128724274143232;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589128217887449088;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589128688660312064;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589128806360862720;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589128832910757888;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589130413941075968;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589130361000615936;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589114993079123968;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589114994958196736;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589114530015379456;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589114653785096192;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589117126402822144;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589116842301640705;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589116950464331776;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589118619876995072;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589119053521952768;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589118730317275136;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589118784356622336;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589119235269492740;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589121449400623104;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589123405036658688;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589123579985457155;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589123371490799617;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
