Source;Target;Weight
@Adalil_Jordi;@AdaColau;69
@_Quim;@bcnencomu;92
@Laksmiz;@Pablo_Iglesias_;57
@elperiodico;@bcnencomu;55
@rmrezrmon;@xavimarinetti;62
@rmrezrmon;@Candeliano;92
@rmrezrmon;@bcnencomu;92
@xavimarinetti;@Candeliano;72
@Candeliano;@bcnencomu;232
@BernatDedeu;@AdaColau;86
@canteros10;@rmrezrmon;57
@canteros10;@Candeliano;64
@canteros10;@bcnencomu;64
@JORDINADOR;@AdaColau;50
@TeresaForcadesF;@PConstituent;61
@bcnencomu;@carolainrc;74
@Candeliano;@CarinaMejias;51
@Salvigrau72;@AdaColau;77
@Salvigrau72;@LA_PAH;67
@LA_PAH;@bcnencomu;65
@Barbijaputa;@AdaColau;84
@AdaColau;@m;50
@SiPeroNo1;@AdaColau;229
@Javi_Barrena;@xaviertrias;56
@hermanntertsch;@AdaColau;122
@elSingular;@AdaColau;161
@CarinaMejias;@Cs_santandreu;187
@StAndreuEnComu;@Laiaortiz;132
@Cris_Segui_;@AdaColau;143
@mrovira;@CapgiremBCN;184
@podembadalona;@bcnencomu;101
@s;@PopularsGracia;50
@Societatcc;@albertofdezxbcn;127
@Gafas_y_reloj;@AdaColau;123
@elSingular;@herrerajoan;76
@Pablo_Iglesias_;@Albert_Rivera;147
@3eses;@bcnencomu;50
@ierrejon;@bcnencomu;877
@angelstomasgonz;@bcnencomu;59
@CarinaMejias;@SextaNocheTV;52
@Albert_Rivera;@GirautaOficial;60
@GirautaOficial;@CarinaMejias;104
@CarinaMejias;@delmoralo;69
@AnaGarridoRamos;@AdaColau;279
@bcnencomu;@pscbarcelona;59
@s;@CiudadanosCs;54
@s;@CarolinaPunset;53
@s;@begonavillacis;53
@s;@Fginer;53
@s;@CarinaMejias;54
@AdaColau;@Podem_BCN;299
@PAH_BCN;@ILPhabitatge;250
@ILPhabitatge;@APE_Cat;74
@SentitCritic;@AdaColau;138
@_cafeambllet;@AdaColau;262
@cupnacional;@MJLecha;66
@LaliSandi;@AdaColau;105
@directe;@AlfredBosch;94
@soniasi02;@CiudadanosCs;158
@IndEnCastellano;@BCNenComu;137
@btvnoticies;@JaumeCollboni;74
@CarinaMejias;@elperiodico;53
@IndepCast;@CarinaMejias;83
@Podem_BCN;@G_Pisarello;165
@MarcBertomeu;@G_Pisarello;238
@xaviertrias;@Anne_Hidalgo;65
@Arnaumb_;@bcnencomu;51
@albertofdezxbcn;@RamblaBTV;96
@KateSB;@AdaColau;111
@AdaColau;@MJLecha;53
@PPCatalunya;@AliciaSCamacho;52
@CopeCatalunya;@cope_es;68
@MAssumpta;@AdaColau;146
@SiPeroNo1;@SextaNocheTV;74
@adacolau;@SextaNocheTV;1246
@moncapsa;@AdaColau;198
@GabrielFerDiaz;@AdaColau;287
@Laksmiz;@laSextaTV;120
@JuanDiegoBotto;@AdaColau;692
@JuanDiegoBotto;@manuelacarmena;458
@directe;@SextaNocheTV;78
@xaviertrias;@SextaNocheTV;207
@JosepCatt;@AdaColau;107
@novulltwiter;@AdaColau;67
@novulltwiter;@elconvidatTV3;67
@AdaColau;@elconvidatTV3;68
@kikucule;@AdaColau;91
@PAntoniojruiz;@SextaNocheTV;113
@PAntoniojruiz;@xaviertrias;114
@PAntoniojruiz;@AlfredBosch;114
@SextaNocheTV;@AlfredBosch;138
@subversivos_;@AdaColau;67
@AntonioMaestre;@CiudadanosCs;297
@gaab75;@AdaColau;56
@laSextaTV;@SextaNocheTV;92
@jorgegcastano;@AdaColau;74
@jorgegcastano;@manuelacarmena;61
@cbonaventura;@Albert_Rivera;96
@cbonaventura;@Pablo_Iglesias_;96
@cbonaventura;@AdaColau;114
@Dersu_Uzala23;@bcnencomu;58
@EGR19522;@AdaColau;54
@Famelica_legion;@AdaColau;89
@PabloFMagrazo;@bcnencomu;55
@silviaglaa;@AdaColau;125
@cocacolaenlucha;@AdaColau;74
@AdaColau;@pacomarhuenda;85
@LuisSalom;@AdaColau;72
@AdaColau;@Rita_Maestre;100
@kim_soler;@AdaColau;111
@_InakiLopez_;@SextaNocheTV;259
@SextaNocheTV;@LA_PAH;50
@manuelacarmena;@SextaNocheTV;115
@PAH_BCN;@bcn_ajuntament;102
@bcn_ajuntament;@ILPhabitatge;63
@NataliaRosetti;@AdaColau;106
@MillorBCN;@Ignasi_Planas;68
@LuchoMasan;@AdaColau;57
@_cafeambllet;@D15info;104
@_cafeambllet;@LaliSandi;103
@D15info;@LaliSandi;108
@AdaColau;@D15in;65
@_cafeambllet;@D15in;65
@AdaColau;@D15info;120
@AnaGarridoRamos;@SextaNocheTV;230
@aquipuedo;@AdaColau;112
@Konikcat;@AdaColau;63
@AdaColau;@JuanchoDumall;88
@ALTAS_PRESIONES;@_EnSevilla;59
@ALTAS_PRESIONES;@AdaColau;64
@ALTAS_PRESIONES;@PatColon;59
@ALTAS_PRESIONES;@subversivos_;59
@ALTAS_PRESIONES;@newinvers;52
@_EnSevilla;@AdaColau;60
@_EnSevilla;@PatColon;60
@_EnSevilla;@subversivos_;60
@_EnSevilla;@newinvers;52
@AdaColau;@PatColon;63
@AdaColau;@newinvers;52
@PatColon;@subversivos_;60
@PatColon;@newinvers;52
@subversivos_;@newinvers;52
@Laksmiz;@elSingular;54
@AnitaBotwin;@AdaColau;90
@PamPololos;@manuelacarmena;54
@PamPololos;@AdaColau;55
@Gafas_y_reloj;@LuisSalom;54
@lizcastro;@AdaColau;78
@bcnencomu;@elcaco46;56
@serratsabi;@AdaColau;51
@Alvar_De_Muller;@AdaColau;55
@dtorre777;@AdaColau;54
@elmundoes;@AdaColau;146
@pacosierral;@CiudadanosCs;82
@AnaGarridoRamos;@_InakiLopez_;132
@AnaGarridoRamos;@dlacalle;161
@_InakiLopez_;@dlacalle;129
@dlacalle;@SextaNocheTV;165
@dlacalle;@AdaColau;183
@Esquerra_ERC;@cupnacional;61
@IMatavera;@AdaColau;91
@IMatavera;@bcnencomu;76
@RecuperarMadri;@manuelacarmena;57
@RecuperarMadri;@AhoraMadrid;57
@RecuperarMadri;@UnTiempoNuevoTV;57
@RecuperarMadri;@AdaColau;57
@RecuperarMadri;@bcnencomu;57
@RecuperarMadri;@SextaNocheTV;57
@manuelacarmena;@UnTiempoNuevoTV;63
@AhoraMadrid;@UnTiempoNuevoTV;58
@AhoraMadrid;@SextaNocheTV;99
@UnTiempoNuevoTV;@AdaColau;64
@UnTiempoNuevoTV;@bcnencomu;58
@UnTiempoNuevoTV;@SextaNocheTV;64
@llambordes;@AdaColau;57
@Exterminador50;@ForreMarti;204
@Exterminador50;@llopebre;201
@Exterminador50;@tonialba;126
@Exterminador50;@AdaColau;123
@ForreMarti;@llopebre;205
@ForreMarti;@tonialba;131
@ForreMarti;@AdaColau;129
@llopebre;@AdaColau;124
@AgoraOpinio;@xaviertrias;105
@Laiaortiz;@mvidal80;118
@tonialba;@CarinaMejias;57
@Fredy_ajs;@xaviertrias;72
@MasClaro13tv;@albertofdezxbcn;262
@celmi909;@xaviertrias;57
@Gourunsi;@AdaColau;57
@elmundoes;@bcnencomu;52
@CiudadanosCs;@elmundoes;70
@CarinaMejias;@elmundoes;65
@Cs_BCNA;@elmundoes;68
@L_Makeba;@AdaColau;83
@CatDiuProu;@bcnencomu;84
@PauGuix;@CarinaMejias;51
@universitatscat;@xaviertrias;52
@moncapsa;@herrerajoan;139
@olgarodriguezfr;@AdaColau;115
@olgarodriguezfr;@s;105
@jaumecollboni;@iniciativa;70
@Jordi_Obon;@CiudadanosCs;66
@jaumecollboni;@icveuiaBCN;53
@_InakiLopez_;@Padreangelmensa;87
@SextaNocheTV;@Padreangelmensa;103
@AdaColau;@Padreangelmensa;112
@dlacalle;@Padreangelmensa;106
@AnaGarridoRamos;@Padreangelmensa;112
@ERCbcn;@ARApolitica;52
@cecimerello;@CarinaMejias;50
@SextaNocheTV;@Rita_Maestre;83
@bcnencomu;@Rita_Maestre;73
@Javi_Barrena;@AdaColau;63
@Jordi_Obon;@CarinaMejias;65
@Gafas_y_reloj;@hermanntertsch;61
@hermanntertsch;@JGetafe;56
@AdaColau;@JGetafe;56
@albertofdezxbcn;@g6gracia;89
@albertofdezxbcn;@barcelona_GUB;74
@llopebre;@albertofdezxbcn;63
@llopebre;@SandraBoix;58
@Jordi_Obon;@soniasi02;52
@ForreMarti;@Cs_BCNA;56
@miquel1052;@AdaColau;54
@albertofdezxbcn;@13tv_es;118
@MasClaro13tv;@13tv_es;54
@cs_ciutat_vella;@CarinaMejias;237
@albertofdezxbcn;@IsabelDuran_;230
@13tv_es;@IsabelDuran_;94
@AcordCiutada;@xaviertrias;78
@MasClaro13tv;@IsabelDuran_;172
@jaumecollboni;@elmundoes;50
@XavierSolerT;@herrerajoan;66
@XavierSolerT;@miqueliceta;65
@NataliaRosetti;@G_Pisarello;53
@XescoMagrinya;@SFamiliaEnComu;64
@albertofdezxbcn;@GSMA;89
@ARApolitica;@bcnencomu;70
@albertofdezxbcn;@bancsabadell;63
@;@elperiodico;149
@;@bancsabadell;63
@elperiodico;@bancsabadell;65
@NewEconomyForum;@CarinaMejias;230
@NewEconomyForum;@CiudadanosCs;165
@Cs_BCNA;@NewEconomyForum;149
@NewEconomyForum;@Albert_Rivera;182
@albertofdezxbcn;@Telefonica;52
@albertofdezxbcn;@GNF_es;51
@;@Telefonica;52
@;@GNF_es;52
@elperiodico;@Telefonica;54
@elperiodico;@GNF_es;53
@bancsabadell;@Telefonica;54
@bancsabadell;@GNF_es;53
@Telefonica;@GNF_es;53
@latinoscat;@NousCatalans;67
@CarmendeRivera;@CarinaMejias;60
@albertofdezxbcn;@elp;84
@ARApolitica;@MovEsquerres;50
@AliciaSCamacho;@elp;60
@PPCatalunya;@EduardoBolanosR;50
@L_Makeba;@ierrejon;437
@L_Makeba;@G_Pisarello;398
@L_Makeba;@xavierdomenechs;348
@ierrejon;@G_Pisarello;384
@ierrejon;@xavierdomenechs;352
@RamblaBTV;@BTVcat;122
@leotaxil;@simo_cat;61
@CarinaMejias;@simo_cat;62
@Taula3sector;@Esquerra_ERC;53
@denterd;@jaumecollboni;87
@fanetin;@ManuelaCarmena;68
@RamblaBTV;@ERCbcn;51
@RamblaBTV;@AlfredBosch;94
@joancalabuig;@jaumecollboni;137
@bcnencomu;@Espacio_Pub;55
@Espacio_Pub;@Jaumeasens;58
@Exterminador50;@Miquelet1969;63
@llopebre;@Miquelet1969;69
@ForreMarti;@Miquelet1969;106
@9bCabrejada;@AlfredBosch;88
@carnecrudaradio;@manuelaCarmena;78
@AdaColau;@manuelaCarmena;79
@eslatarde;@albertofdezxbcn;68
@elenaIbor;@CarinaMejias;75
@AdaColau;@juanlusanchez;156
@Josgarma;@IndEnCastellano;54
@Josgarma;@AdaColau;50
@CiudadanosCs;@MarilenBarcelo;118
@Adrilastra;@jaumecollboni;94
@Fredy_ajs;@bcn_bleach;52
@Fredy_ajs;@Cs_BCNA;50
@bcn_bleach;@Miquelet1969;60
@bcn_bleach;@Cs_BCNA;61
@Miquelet1969;@Cs_BCNA;60
@AdaColau;@ILPhabitatge;74
@maciosky;@AdaColau;94
@jaumecollboni;@Carmona_alcalde;138
@PSOE;@Carmona_alcalde;55
@CarinaMejias;@Societatcc;109
@bcnencomu;@carnec;58
@ForreMarti;@CatDiuProu;51
@Exterminador50;@CatDiuProu;51
@ForreMarti;@SandraBoix;64
@ForreMarti;@albertofdezxbcn;70
@Exterminador50;@albertofdezxbcn;52
@CatDiuProu;@albertofdezxbcn;51
@PaquiVicente;@AdaColau;169
@aquipuedo;@icveuia;55
@aquipuedo;@unio_cat;55
@AdaColau;@unio_cat;70
@lluiv;@bcnencomu;102
@lluiv;@ahorapodemos;102
@xafemho_tot;@SergiCastanye;73
@xafemho_tot;@QuicoSalles;73
@xafemho_tot;@AdaColau;73
@SergiCastanye;@QuicoSalles;74
@QuicoSalles;@AdaColau;75
@Taula3sector;@jaumecollboni;79
@toret;@G_Pisarello;81
@toret;@xavierdomenechs;71
@toret;@ierrejon;78
@toret;@L_Makeba;58
@lizcastro;@KateSB;69
@Anne_Hidalgo;@Paris;65
@Paris;@xaviertrias;64
@AlfredBosch;@EUPARTYEFA;55
@elSingular;@agusticolomines;59
@herrerajoan;@agusticolomines;60
@AdaColau;@agusticolomines;60
@CatDiuProu;@IMatavera;62
@Podem_BCN;@L_Makeba;71
@Podem_BCN;@xavierdomenechs;52
@COACatalunya;@xaviertrias;172
@maciosky;@LA_PAH;143
@ahorapodemos;@L_Makeba;61
@piuladors4cat;@adacolau;59
@btvnoticies;@BCNenComu;55
@moncapsa;@dolorscamats;109
@alexiarovira;@AdaColau;68
@pilarcarracelas;@AdaColau;105
@pilarcarracelas;@ahorapodemos;105
@PAHCBages;@AdaColau;210
@coquegarcia;@albertofdezxbcn;254
@juanarza;@xaviertrias;78
@ERCbcn;@Araeslhora;50
@LA_PAH;@PAHCBages;207
@AdaColau;@Julia_Solans;106
@Julia_Solans;@bcnencomu;129
@podembadalona;@ierrejon;85
@SentitCritic;@xaviertrias;180
@Societatcc;@CarmendeRivera;50
@ristomejide;@jaumecollboni;58
@joancalabuig;@Carmona_alcalde;105
@joancalabuig;@PSOE;53
@pspv_psoevlc;@joancalabuig;56
@pspv_psoevlc;@Carmona_alcalde;55
@pspv_psoevlc;@jaumecollboni;56
@ObraSocial_PAH;@AdaColau;196
@martaverdejo;@xaviertrias;104
@LA_PAH;@ObraSocial_PAH;234
@MasCatala;@xaviertrias;113
@AdaColau;@javierburonc;69
@javierburonc;@salvadostv;70
