Source;Target;Weight 
@trencanouscesc;@moncapsa;12
@trencanouscesc;@albet777;14
@trencanouscesc;@cris_tram65;10
@trencanouscesc;@iniciativabcn;10
@trencanouscesc;@adacolau;18
@pepcat1;@tirantlonegre;19
@pepcat1;@laksmiz;24
@pepcat1;@adacolau;24
@criticcat1;@josepcatt;16
@criticcat1;@adacolau;16
@peppeitorr;@cocacolaenlucha;46
@peppeitorr;@adacolau;47
@mibaires;@adacolau;23
@cocacolaenlucha;@adacolau;74
@cocacolaenlucha;@aena_publica_es;12
@adacolau;@aena_publica_es;12
@adacolau;@pacomarhuenda;106
@joanjoguanyem;@bcnencomu;10
@luissalom;@adacolau;72
@pepcat1;@lasextatv;16
@_quim;@adacolau;20
@_quim;@bcnen;15
@adacolau;@bcnen;48
@efenoticias;@lavanguardia;34
@podem_bcn;@sicomtelevision;14
@jaimenunezc;@adacolau;10
@albertomv83;@adacolau;36
@albertomv83;@bcnen;25
@jevirivas;@adacolau;11
@rizlinha;@adacolau;16
@rizlinha;@bcnencomu;13
@rizlinha;@mareatlantica;13
@bcnencomu;@ourenseencomun;10
@albertsc79;@adacolau;36
@peppeitorr;@aen;37
@cocacolaenlucha;@aen;37
@adacolau;@aen;37
@rafa_glm;@adacolau;22
@rafa_glm;@bcnencomu;18
@rafa_glm;@sextanochetv;18
@toret;@rita_maestre;12
@adacolau;@rita_maestre;100
@manuelacarmena;@rita_maestre;26
@elgeneralbumbum;@adacolau;33
@margaridamontse;@adacolau;20
@xuristeando;@adacolau;27
@kim_soler;@adacolau;111
@peldretalasalut;@podemossanitat;26
@irialume;@_inakilopez_;25
@irialume;@eltuitdelayaya;26
@irialume;@sextanochetv;26
@irialume;@bcnencomu;26
@irialume;@la_pah;26
@irialume;@adacolau;35
@_inakilopez_;@eltuitdelayaya;27
@_inakilopez_;@sextanochetv;259
@_inakilopez_;@bcnencomu;49
@_inakilopez_;@la_pah;48
@eltuitdelayaya;@sextanochetv;28
@eltuitdelayaya;@bcnencomu;28
@eltuitdelayaya;@la_pah;28
@eltuitdelayaya;@adacolau;28
@sextanochetv;@la_pah;50
@maesepads;@pacomarhuenda;13
@mamenbeee;@manuelacarmena;22
@mamenbeee;@telecincoes;22
@mamenbeee;@adacolau;22
@mamenbeee;@sextanochetv;22
@mamenbeee;@juralde;22
@manuelacarmena;@telecincoes;24
@manuelacarmena;@sextanochetv;115
@manuelacarmena;@juralde;23
@telecincoes;@adacolau;24
@telecincoes;@sextanochetv;24
@telecincoes;@juralde;23
@adacolau;@juralde;23
@sextanochetv;@juralde;23
@pah_bcn;@bcn_ajuntament;102
@pah_bcn;@obrasocial_p;28
@xaviertrias;@obrasocial_p;28
@bcn_ajuntament;@ilphabitatge;63
@bcn_ajuntament;@obrasocial_p;28
@ilphabitatge;@obrasocial_p;28
@gatosombra1;@adacolau;13
@gatosombra1;@ciuduran;10
@gatosombra1;@miqueliceta;10
@gatosombra1;@albert_rivera;10
@gatosombra1;@ahorapodemos;10
@adacolau;@ciuduran;40
@ciuduran;@miqueliceta;23
@ciuduran;@albert_rivera;11
@ciuduran;@ahorapodemos;11
@miqueliceta;@albert_rivera;14
@miqueliceta;@ahorapodemos;12
@albert_rivera;@ahorapodemos;12
@directe;@icveuia;40
@sextanochetv;@icveuia;20
@elgeneralbumbum;@realmiracle66;10
@vderuben;@xaviertrias;17
@vderuben;@xtomas;15
@netatoneta;@adacolau;16
@davidgr1714;@ramonreig;20
@davidgr1714;@albert_rivera;26
@davidgr1714;@pablo_iglesias_;22
@ramonreig;@albert_rivera;37
@ramonreig;@adacolau;38
@ramonreig;@pablo_iglesias_;33
@laksmiz;@tv3cat;11
@adacolau;@8aldia;17
@adacolau;@pedroluna73;10
@jesuslopezvill5;@adacolau;36
@kloutspain;@aliciascamacho;10
@hugomanchon;@adacolau;11
@danielelicegui;@adacolau;26
@nataliarosetti;@adacolau;106
@fernandoolmeda;@adacolau;48
@xtomas;@sextanochetv;39
@pscbarcelona;@dmodol_urbarch;12
@jordipauls9;@adacolau;18
@andrearopero;@adacolau;49
@xaviertrias;@ignasi_planas;42
@millorbcn;@ignasi_planas;81
@millorbcn;@francisgarcia;11
@lpgcpuede;@adacolau;10
@ppopular;@cs_bcna;18
@robert_soro;@sextanochetv;40
@llambordes;@adacol;49
@luchomasan;@adacolau;57
@danitarri;@ramonreig;16
@danitarri;@albert_rivera;21
@danitarri;@adacolau;21
@danitarri;@pablo_iglesias_;18
@kaskarujo;@adacolau;10
@gaab75;@enricmz;15
@gaab75;@po;12
@bcnencomu;@enricmz;16
@enricmz;@po;12
@mnicarebullcome;@adacolau;28
@scatala1959;@jopirov;10
@scatala1959;@adacolau;13
@jopirov;@adacolau;27
@_cafeambllet;@d15info;104
@_cafeambllet;@lalisandi;103
@d15info;@lalisandi;108
@directe;@albert_rivera;33
@jordi69aura;@adacolau;12
@rogervinton;@adacolau;22
@adacolau;@d15in;65
@_cafeambllet;@d15in;65
@elpicasoques;@xabierpayet;11
@sandraboix;@elperiodico;30
@adacolau;@d15info;120
@anagarridoramos;@sextanochetv;230
@adacolau;@senyorrequena;42
@kim_soler;@lpuigjaner;10
@carlesseijo;@adacolau;14
@carlesseijo;@d15info;14
@carlesseijo;@lalisandi;14
@xricard;@adacolau;10
@aquipuedo;@adacolau;113
@jordiroigg;@toniartero;22
@ercbcn;@esquerrabcn;10
@davictuscat;@_cafeambllet;19
@davictuscat;@d15info;16
@davictuscat;@lalisandi;15
@konikcat;@adacolau;63
@toniartero;@davictuscat;43
@isabeleta2;@stecatlliure;35
@isabeleta2;@3n4icm4u41;28
@isabeleta2;@cupbarcelona;47
@stecatlliure;@3n4icm4u41;21
@stecatlliure;@cupbarcelona;38
@3n4icm4u41;@cupbarcelona;30
@manelgolf;@adacolau;13
@isabeleta2;@adacolau;39
@piletejosefine;@adacolau;16
@lalisandi;@bcnencomu;16
@immamartin;@nicolaualberto;12
@isabeleta2;@rocsalafaixa;18
@isabeleta2;@toniartero;29
@isabeleta2;@davictuscat;29
@rocsalafaixa;@toniartero;20
@trencanouscesc;@laksmiz;10
@rocsalafaixa;@quimta;14
@quimta;@isabeleta2;24
@quimta;@toniartero;24
@quimta;@davictuscat;24
@quimta;@adacolau;28
@adacolau;@joanqueralt;10
@albert_batista;@quimta;14
@albert_batista;@isabeleta2;14
@albert_batista;@toniartero;14
@albert_batista;@davictuscat;14
@albert_batista;@adacolau;14
@joanjoguanyem;@adacolau;11
@elperiodico;@juanchodumall;12
@adacolau;@juanchodumall;88
@grbol;@acapitanesteve;11
@grbol;@adacolau;14
@pasionarianeus;@adacolau;18
@acapitanesteve;@adacolau;18
@altas_presiones;@_ensevilla;59
@altas_presiones;@adacolau;64
@altas_presiones;@patcolon;59
@altas_presiones;@subversivos_;59
@altas_presiones;@newinvers;52
@_ensevilla;@adacolau;60
@_ensevilla;@patcolon;60
@_ensevilla;@subversivos_;60
@_ensevilla;@newinvers;52
@adacolau;@patcolon;63
@adacolau;@newinvers;52
@patcolon;@subversivos_;60
@patcolon;@newinvers;52
@subversivos_;@newinvers;52
@martaverdejo;@x_riu;31
@laksmiz;@elsingular;55
@m_brokenleg;@elsingular;13
@m_brokenleg;@tv3cat;13
@elsingular;@tv3cat;11
@cervera_jess;@favierml;15
@cbonaventura;@favierml;15
@favierml;@adacolau;21
@albertperezn;@iniciativabcn;19
@albertperezn;@adacolau;19
@edgarcollado;@adacolau;16
@breabranya;@bcnencomu;12
@bu_txe;@bcnencomu;11
@bu_txe;@adacolau;11
@carlosdoblado;@adacolau;28
@d15info;@iaioflautas;13
@anitabotwin;@adacolau;91
@pampololos;@manuelacarmena;54
@pampololos;@adacolau;55
@bcnencomu;@polmonleonv;10
@m_brokenleg;@rogermartin1974;15
@directe;@lasextatv;27
@bcnencomu;@lasextatv;42
@nanaklapacius;@gabrielferdiaz;10
@directe;@xtomas;15
@adacolau;@xtomas;39
@directe;@;15
@adacolau;@pituskaya;24
@bcnencomu;@pituskaya;20
@manuelacarmena;@pituskaya;11
@elmundoes;@xaviertrias;26
@gafas_y_reloj;@luissalom;54
@peteom;@gafas_y_reloj;28
@peteom;@adacolau;31
@peteom;@luissalom;32
@aguetic;@adacolau;18
@grbol;@bcnencomu;12
@bcnencomu;@acapitanesteve;13
@sextanochetv;@andrearopero;48
@pepito_garca;@xaviertrias;10
@manuelacarmena;@ahorapodemos;12
@pmendibil;@adacolau;10
@adacolau;@plazfeminista;10
@lizcastro;@adacolau;82
@adacolau;@diariara;11
@diariara;@bcnencomu;41
@quimarrufat;@higiniaroig;22
@adacolau;@xavimatilla;15
@manuelacarmena;@pedrosantisteve;16
@icveuia;@podem_cat;28
@adacolau;@guanyem;11
@edvilalta;@bcnencomu;11
@bcnencomu;@elcaco46;56
@martalatita;@adacolau;43
@marcfaustino;@bcnencomu;10
@sicamre;@adacolau;26
@marcfaustino;@cupbarcelona;12
@jaumecollboni;@jaumevaroca;14
@ericcatalunya;@adacolau;10
@ramncasares;@carmechacon;14
@ramncasares;@sextanochetv;16
@adacolau;@carmechacon;15
@carmechacon;@sextanochetv;15
@carmechacon;@_inakilopez_;13
@xaviangelergues;@adacolau;16
@pasionarianeus;@bcnencomu;26
@pasionarianeus;@sextanochetv;26
@serratsabi;@adacolau;51
@antigilivatios;@adacolau;15
@ercbcn;@elborncc;34
@ercbcn;@esquerra;15
@nouscatalans;@icorde;36
@icorde;@xaviertrias;36
@mkserra;@adacolau;28
@laksmiz;@jordinador;22
@alvar_de_muller;@adacolau;55
@adacolau;@capgirembcn;33
@carinamejias;@millorbcn;24
@depera1;@adacolau;42
@8choa;@bcnencomu;13
@podem_bcn;@pconstituent;32
@lramisa;@bcnencomu;22
@guanyembdn;@diariara;54
@paysol49;@adacolau;28
@carinamejias;@ciu;10
@unitatxsbd;@adacolau;32
@alexistudela;@adacolau;26
@guanyembdn;@guanyembdn;27
@dtorre777;@adacolau;54
@elmundoes;@adacolau;146
@mercedes1860;@cocacolaenlucha;14
@mercedes1860;@a;12
@cocacolaenlucha;@a;12
@adacolau;@a;14
@pacosierral;@ciudadanoscs;82
@pacosierral;@bcn_ajuntament;16
@carinamejias;@bcn_ajuntament;24
@ciudadanoscs;@bcn_ajuntament;32
@m_brokenleg;@giripower;11
@vsanmcs;@adacolau;31
@vsanmcs;@sextanochetv;31
@vsanmcs;@_inakilopez_;31
@vsanmcs;@carinamejias;29
@_inakilopez_;@carinamejias;31
@xpresando_;@adacolau;10
@comitecotronic;@fotomovimiento;30
@ciudadanoscs;@jordi_canyas;15
@iniciativabcn;@jordigraupera;16
@plopez_tuit;@adacolau;20
@juanragonzalo;@sextanochetv;39
@juanragonzalo;@_inakilopez_;24
@juanragonzalo;@andrearopero;22
@juanragonzalo;@pacomarhuenda;13
@juanragonzalo;@nativelpreciado;14
@juanragonzalo;@adacolau;39
@sextanochetv;@pacomarhuenda;44
@sextanochetv;@nativelpreciado;40
@_inakilopez_;@andrearopero;31
@_inakilopez_;@pacomarhuenda;14
@_inakilopez_;@nativelpreciado;15
@andrearopero;@pacomarhuenda;14
@andrearopero;@nativelpreciado;15
@pacomarhuenda;@nativelpreciado;40
@nativelpreciado;@adacolau;53
@larenasse;@adacolau;10
@flormuzzio;@adacolau;10
@jjuliasole;@adacolau;10
@annaforastier;@alfredbosch;16
@alfredbosch;@elborncc;11
@manuelacarmena;@equipogabilondo;23
@manuelacarmena;@monederojc;23
@equipogabilondo;@monederojc;23
@equipogabilondo;@adacolau;23
@kolontai1959;@sextanochetv;28
@sextanochetv;@yolanda_diaz_;10
@adacolau;@yolanda_diaz_;18
@pablo_iglesias_;@brancosabela;13
@adacolau;@brancosabela;13
@alegorias2004;@santo_iker;18
@alegorias2004;@millanjosep;19
@alegorias2004;@anagarridoramos;19
@alegorias2004;@_inakilopez_;19
@alegorias2004;@dlacalle;19
@alegorias2004;@sextanochetv;19
@alegorias2004;@adacolau;19
@santo_iker;@millanjosep;19
@santo_iker;@anagarridoramos;19
@santo_iker;@_inakilopez_;19
@santo_iker;@dlacalle;19
@santo_iker;@sextanochetv;19
@santo_iker;@adacolau;19
@millanjosep;@anagarridoramos;20
@millanjosep;@_inakilopez_;20
@millanjosep;@dlacalle;20
@millanjosep;@sextanochetv;20
@millanjosep;@adacolau;20
@anagarridoramos;@_inakilopez_;132
@anagarridoramos;@dlacalle;161
@_inakilopez_;@dlacalle;129
@dlacalle;@sextanochetv;165
@dlacalle;@adacolau;183
@sabino1939;@adacolau;11
@lagarder81;@adacolau;14
@ciu;@cupnacional;43
@socialistes_cat;@icveuia;10
@socialistes_cat;@cupnacional;16
@esquerra_erc;@cupnacional;61
@bdnalbert;@adacolau;13
@llunadejuny;@adacolau;24
@imatavera;@adacolau;91
@imatavera;@bcnencomu;76
@recuperarmadri;@manuelacarmena;57
@recuperarmadri;@ahoramadrid;57
@recuperarmadri;@untiemponuevotv;57
@recuperarmadri;@adacolau;57
@recuperarmadri;@bcnencomu;57
@recuperarmadri;@sextanochetv;57
@manuelacarmena;@untiemponuevotv;63
@ahoramadrid;@untiemponuevotv;58
@ahoramadrid;@sextanochetv;99
@untiemponuevotv;@adacolau;64
@untiemponuevotv;@bcnencomu;58
@untiemponuevotv;@sextanochetv;64
@ciudadanoscs;@ciu;15
@ciu;@assemblea;11
@ciu;@ppopular;12
@esquerra_erc;@assemblea;15
@assemblea;@omnium;22
@bcnencomu;@c;11
@opm_cat;@iniciativabcn;10
@opm_cat;@adacolau;10
@miquelquintana;@adacolau;17
@intervienegila;@adacolau;18
@adacolau;@pah_sevi;18
@jcaahg;@podem_bcn;14
@miquelsaumell;@adacolau;10
@bcnencomu;@jserracarne;46
@mistrals;@eldiari;46
@caigueral;@parlament_cat;19
@caigueral;@llenguacat;19
@parlament_cat;@llenguacat;20
@xaviertrias;@larazon_es;15
@luchomasan;@bcnencomu;22
@rblasi;@unio_santandreu;15
@unio_santandreu;@unio_eixample;19
@unio_santandreu;@ujbcnciutat;19
@unio_eixample;@ujbcnciutat;19
@unio_santmarti;@ujbcnciutat;10
@llambordes;@adacolau;57
@llambordes;@bcnencomu;25
@crofes;@adacolau;10
@lorenalmpa;@pah_huelva;21
@lorenalmpa;@adacolau;22
@lorenalmpa;@adriaalemany;22
@lorenalmpa;@pah_sevi;12
@pah_huelva;@adriaalemany;23
@pah_huelva;@pah_sevi;12
@adriaalemany;@pah_sevi;12
@esberginia;@bcn_mobilitat;13
@esberginia;@barcelona_gub;11
@esberginia;@xaviertrias;36
@peldretalasalut;@saluticv;34
@peldretalasalut;@euia_cat;19
@peldretalasalut;@podem;12
@saluticv;@euia_cat;22
@saluticv;@podem;12
@euia_cat;@podem;12
@albertcastellon;@adacolau;12
@pconstclot;@pconstbcn;10
@adacolau;@pconstbcn;11
@bcnencomu;@pconstbcn;11
@juanchodumall;@bcnencomu;19
@redfeminista;@adacolau;24
@nievessnn;@mercedes1860;13
@nievessnn;@adacolau;13
@peldretalasalut;@icveuia;15
@peldretalasalut;@e;15
@podemossanitat;@saluticv;25
@podemossanitat;@icveuia;16
@podemossanitat;@e;15
@saluticv;@icveuia;16
@saluticv;@e;15
@icveuia;@e;15
@adacolau;@enfermarebelde;19
@mistrals;@eldiarioes;31
@angelsmcastells;@en;11
@pahvallekas;@pah_arganda;35
@guminil;@carinamejias;10
@exterminador50;@forremarti;204
@exterminador50;@llopebre;201
@exterminador50;@tonialba;126
@exterminador50;@adacolau;123
@forremarti;@llopebre;205
@forremarti;@tonialba;131
@forremarti;@adacolau;129
@llopebre;@adacolau;124
@albertofdezxbcn;@aldia13tv;11
@carinamejias;@redblogscomp;10
@carinho9;@redblogscomp;10
@nattsangolpe;@carinamejias;34
@jesussanchez__;@caninator;15
@revillamiguela;@adacolau;14
@caninator;@raholaoficial;14
@depera1;@exterminador50;39
@depera1;@forremarti;40
@depera1;@llopebre;35
@depera1;@tonialba;41
@albertofdezxbcn;@elmundoes;37
@miquel16;@carinamejias;23
@podemcatdeporte;@podem_cat;44
@podemcatdeporte;@podem_bcn;44
@nolcor1;@depera1;16
@nolcor1;@exterminador50;16
@nolcor1;@forremarti;16
@nolcor1;@llopebre;16
@nolcor1;@tonialba;16
@nolcor1;@adacolau;14
@cupbarcelona;@caladona;11
@toret;@juanchodumall;46
@sergicastanye;@podem_bcn;32
@agoraopinio;@xaviertrias;109
@agoraopinio;@latlantidavic;17
@agoraopinio;@creaccio;33
@xaviertrias;@latlantidavic;30
@xaviertrias;@creaccio;39
@xaviertrias;@cambrabcn;10
@xaviertrias;@cedosona;10
@creaccio;@cambrabcn;10
@creaccio;@cedosona;10
@cambrabcn;@cedosona;10
@sergicastanye;@cupnacional;19
@sergicastanye;@esquerra_erc;19
@cupnacional;@pconstituent;14
@esquerra_erc;@podem_bcn;31
@esquerra_erc;@pconstituent;14
@franhervias;@marilenbarcelo;21
@franhervias;@pacosierra;20
@franhervias;@yagoalonsobcn;21
@franhervias;@soniasi02;20
@franhervias;@c;18
@marilenbarcelo;@pacosierra;20
@marilenbarcelo;@c;18
@pacosierra;@yagoalonsobcn;21
@pacosierra;@soniasi02;20
@pacosierra;@c;18
@yagoalonsobcn;@c;18
@soniasi02;@c;18
@adacolau;@mariamariekke;12
@bcnencomu;@mariamariekke;17
@bcnencomu;@copondorado;16
@mariamariekke;@copondorado;15
@toyhastaloswebs;@adacolau;12
@albertofdezxbcn;@europ;30
@carmenchusalas;@masclaro13tv;17
@martinhonoriega;@adacolau;14
@martinhonoriega;@g_pisarello;13
@adacolau;@compostelaberta;14
@g_pisarello;@compostelaberta;19
@carinamejias;@xaviertrias;20
@laiaortiz;@mvidal80;118
@antigilivatios;@mvidal80;18
@arqueoleg;@cupgirembcn;10
@endavant_bcn;@cupbarcelona;33
@ciutadanscs;@inesarrimadas;22
@tonialba;@carinamejias;57
@penitenciagite1;@jordipauls9;11
@penitenciagite1;@mkserra;11
@penitenciagite1;@xaviercatal;11
@penitenciagite1;@adacolau;11
@jordipauls9;@mkserra;12
@jordipauls9;@xaviercatal;12
@mkserra;@xaviercatal;12
@xaviercatal;@adacolau;13
@eduardvoltas;@adacolau;49
@albertofdezxbcn;@dololopez_;36
@correblau;@adacolau;33
@correblau;@aprenemautisme;33
@adacolau;@aprenemautisme;33
@higiniaroig;@ivallets;11
@podemossanitat;@euia_cat;10
@vicengracia;@cs_madrid;24
@vicengracia;@cs_bcna;24
@vicengracia;@albert_rivera;24
@vicengracia;@jordi_canyas;24
@vicengracia;@tonialba;40
@cs_madrid;@jordi_canyas;26
@cs_madrid;@tonialba;28
@cs_bcna;@tonialba;26
@albert_rivera;@tonialba;26
@jordi_canyas;@tonialba;26
@cupbarcelona;@ercbcn;14
@cupbarcelona;@euia_cat;11
@euia_cat;@pconstituent;13
@lamismamente;@fredy_ajs;14
@lamismamente;@xaviertrias;26
@fredy_ajs;@xaviertrias;72
@2013javi;@xaviertrias;14
@lectura545;@adacolau;14
@encampanya;@adacolau;18
@rociomsampere;@adacolau;25
@adacolau;@joehas;18
@abalagu;@agentsecret086;24
@agentsecret086;@cs_bcna;25
@masclaro13tv;@albertofdezxbcn;265
@lluisrealklein;@adacolau;11
@celmi909;@xaviertrias;57
@ppbarcelona_;@radiovil;13
@victormar11;@albiolalcalde_;21
@andres_cano42;@albiolalcalde_;22
@albiolalcalde_;@societatcc;22
@jmespejosaav;@carinamejias;12
@joehas;@katesb;10
@seirilean;@carinamejias;15
@seirilean;@elperiodico;15
@estornino_c;@jofrellombart;10
@raholaoficial;@jofrellombart;12
@tonialba;@jofrellombart;11
@tonialba;@junqueras;11
@tonialba;@jordigraupera;11
@jofrellombart;@alfredbosch;11
@jofrellombart;@junqueras;11
@jofrellombart;@jordigraupera;11
@proudtobecat;@adacolau;23
@gsemprunmdg;@bcnencomu;12
@mrovira;@mjlecha;22
@luis_angel_sanz;@adacolau;39
@luis_angel_sanz;@elmundoes;34
@portetmarc;@adacolau;18
@gourunsi;@adacolau;57
@marcrius1;@elmundoes;25
@marcrius1;@luis_angel_sanz;25
@elmundoes;@bcnencomu;57
@bcnencomu;@luis_angel_sanz;26
@quimesteban;@ciudadanoscs;29
@quimesteban;@carinamejias;28
@quimesteban;@elmundoes;29
@ciudadanoscs;@elmundoes;70
@carinamejias;@elmundoes;65
@adacolau;@vmondelo;10
@delmoralo;@cs_bcna;14
@elmundobcn;@vmondelo;13
@stantoniencomu;@iniciativabcn;25
@sirereta;@gourunsi;33
@sirereta;@adacolau;42
@karl_osh;@carinamejias;15
@karl_osh;@ppopular;15
@karl_osh;@ciudadanoscs;15
@davidgr1714;@danitarri;15
@fr_andreoli;@elmundo;16
@fr_andreoli;@s;14
@fr_andreoli;@g_pis;14
@elmundo;@s;15
@elmundo;@adacolau;17
@elmundo;@g_pis;14
@s;@g_pis;14
@adacolau;@g_pis;14
@layetano10;@elmundoes;13
@layetano10;@cari;10
@elmundoes;@cari;10
@carinamejias;@cs_alcobendas_;33
@cs_bcna;@elmundoes;68
@cs_bcna;@cs_alcobendas_;10
@hugomabarca;@bcnencomu;45
@jordinador;@tonialba;22
@l_makeba;@adacolau;83
@stoppujades;@adacolau;23
@stoppujades;@higiniaroig;23
@stoppujades;@iaioflau;15
@adacolau;@iaioflau;15
@higiniaroig;@iaioflau;15
@pconstclot;@bcn_ajuntament;10
@catdiuprou;@bcnencomu;84
@placeaupeuple_;@ahorapodemos;13
@placeaupeuple_;@iunida;13
@placeaupeuple_;@icveuia;13
@iunida;@icveuia;17
@pauguix;@carinamejias;51
@cs_bcna;@sigmados;18
@sigmados;@elmundoes;25
@elmundoes;@ciutadanscs;20
@odtor;@alfredbosch;16
@miotroyo2parte;@elmundoes;17
@l_makeba;@elmundoes;15
@btvnoticies;@elmundoes;21
@pauguix;@soniasi02;35
@pauguix;@marilenbarcelo;38
@pauguix;@pacosierral;13
@pauguix;@yagoalonsobcn;35
@arqueoleg;@marcllao;15
@arqueoleg;@pablo_iglesias_;18
@staha1991;@euiadelh;10
@staha1991;@adacolau;10
@staha1991;@marcllao;10
@euiadelh;@adacolau;14
@euiadelh;@marcllao;14
@euiadelh;@pablo_iglesias_;10
@adacolau;@marcllao;25
@marcllao;@pablo_iglesias_;20
@cupbarcelona;@ateneuharmonia;13
@universitatscat;@xaviertrias;52
@universitatscat;@castellatoni;20
@xaviertrias;@castellatoni;48
@drjoseparimany;@bcn_ajuntament;13
@drjoseparimany;@xaviertrias;28
@drjoseparimany;@agoraopinio;27
@bcn_ajuntament;@agoraopinio;16
@moncapsa;@maticatradio;17
@moncapsa;@herrerajoan;139
@maticatradio;@herrerajoan;20
@herrerajoan;@ciuduran;24
@dolorscamats;@ciuduran;17
@agoraopinio;@aj_vic;25
@xaviertrias;@aj_vic;34
@aj_vic;@creaccio;22
@podemsantsbcn;@marcbertomeu;21
@podemsantsbcn;@g_pisarello;21
@alfredbosch;@estercapella;20
@bcnencomu;@cs_bcna;10
@cselvendrell;@carinamejias;23
@miquel16;@ciudadanoscs;10
@d15info;@bcnencomu;11
@lluiscaballero;@adacolau;11
@marcllao;@podem_bcn;10
@adacolau;@oguardingo;12
@sextanoticias;@bcnencomu;19
@sextanoticias;@ciudadanoscs;19
@esqeixencomu;@martaverdejo;22
@_isaacrosa;@bcnencomu;24
@raskolnistan;@adacolau;38
@olgarodriguezfr;@adacolau;115
@olgarodriguezfr;@s;105
@llumllumeta;@xaviertrias;11
@joan_junca;@adacolau;26
@francisgarcia;@alfredbosch;15
@calaixnikov;@adacolau;21
@calaixnikov;@unitatxsbd;18
@calaixnikov;@bcnencomu;18
@vmondelo;@jaumecollboni;23
@municipalsbcn;@podem_bcn;12
@agoraopinio;@uvic_news;17
@xaviertrias;@uvic_news;31
@uniobcn;@xaviertrias;24
@tcv12345;@adacolau;19
@infosensible;@adacolau;21
@infosensible;@xaviertrias;21
@infosensible;@ciudadanoscs;21
@sirereta;@jordialfama;29
@jordialfama;@gourunsi;37
@jordialfama;@adacolau;37
@miquelet1969;@adacolau;14
@jaumecollboni;@iniciativa;70
@jciurana;@gardanuy_bcn;30
@gardanuy_bcn;@castellatoni;21
@peremarticolom;@iniciativa;21
@iniciativa;@8aldia;26
@universitatscat;@jciurana;23
@universitatscat;@gardanuy_bcn;33
@dancekapoor;@bcnencomu;19
@fgarrobo;@capgirembcn;15
@jmorego;@xaviertrias;23
@jmorego;@jciurana;23
@caminscat;@adacolau;43
@caminscat;@bcnencomu;34
@adacolau;@cercle_infraest;18
@adacolau;@asinca_cat;21
@bcnencomu;@cercle_infraest;16
@bcnencomu;@asinca_cat;15
@jordi_obon;@elmundoes;13
@jordi_obon;@bcn_ajuntament;13
@jordi_obon;@ciudadanoscs;66
@jordi_obon;@carinam;13
@elmundoes;@bcn_ajuntament;14
@elmundoes;@carinam;13
@bcn_ajuntament;@cs_bcna;14
@bcn_ajuntament;@carinam;13
@ciudadanoscs;@carinam;13
@cs_bcna;@carinam;13
@ub_endirecte;@univpompeufabra;11
@ub_endirecte;@uaoceu;11
@ub_endirecte;@uramonllull;11
@ub_endirecte;@castellatoni;11
@ub_endirecte;@xaviertrias;11
@univpompeufabra;@uaoceu;11
@univpompeufabra;@uramonllull;11
@univpompeufabra;@castellatoni;11
@univpompeufabra;@xaviertrias;14
@uaoceu;@uramonllull;11
@uaoceu;@castellatoni;11
@uramonllull;@castellatoni;11
@pakoespiga;@jaumecollboni;13
@bcnencomu;@adacola;10
@taula3sector;@taula3sector;55
@taula3sector;@mjlecha;30
@taula3sector;@cupbarcelona;54
@bcnencomuuni;@xaviertrias;18
@bcnencomuuni;@castellatoni;10
@jaumecollboni;@icveuiabcn;53
@vplana_catradio;@bcn_ajuntament;18
@iniciativa;@bcn_ajuntament;20
@cati_politica;@iniciativa;11
@cati_politica;@bcn_ajuntament;11
@cati_politica;@jaumecollboni;11
@cati_politica;@pscbarcelona;11
@iniciativa;@pscbarcelona;19
@bcn_ajuntament;@pscbarcelona;19
@sergicastanye;@xaviertrias;13
@albertmartnez;@la_directa;36
@jordiborras;@bcnencomu;17
@albertortas;@barcelona_010;11
@pscbarcelona;@icveuiabcn;25
@cbuesa;@jaumecollboni;10
@jaumecollboni;@iniciativabcn;12
@bcnencomu;@silviacarrascop;21
@carrejosep;@adacolau;11
@ppnoubarris;@ppcatalunya;13
@javi_barrena;@ppcatalunya;29
@miqueliceta;@iniciativabcn;11
@miqueliceta;@pscbarcelona;27
@jospastr;@xaviertrias;25
@bcn_ajuntament;@albertofdezxbcn;13
@xaviertrias;@montsecandini;18
@kamen;@adacolau;26
@moyaoriol;@ercbcn;12
@moyaoriol;@alfredbosch;16
@juanragonzalo;@anagarridoramos;17
@juanragonzalo;@dlacalle;17
@anagarridoramos;@andrearopero;14
@dlacalle;@andrearopero;14
@sergicastanye;@mjlecha;12
@_inakilopez_;@padreangelmensa;87
@sextanochetv;@padreangelmensa;103
@adacolau;@padreangelmensa;112
@dlacalle;@padreangelmensa;106
@anagarridoramos;@padreangelmensa;112
@btvcat;@btvnoticies;22
@oskar06;@cocacolaenlucha;10
@oskar06;@adacolau;16
@directe;@nuriamarinlh;15
@nuriamarinlh;@icveuia;16
@nuriamarinlh;@bcnencomu;16
@podemossanitat;@podem_cat;34
@mabastenier001;@ciudadanoscs;11
@jpuigcorbe;@arapolitica;39
@everian777;@pablo_iglesias_;10
@everian777;@jesuscintora;10
@everian777;@elpidiojsilva;10
@everian777;@adacolau;10
@everian777;@brancosabela;10
@pablo_iglesias_;@jesuscintora;11
@pablo_iglesias_;@elpidiojsilva;11
@jesuscintora;@elpidiojsilva;11
@jesuscintora;@adacolau;13
@jesuscintora;@brancosabela;11
@elpidiojsilva;@adacolau;13
@elpidiojsilva;@brancosabela;11
@bcnencomu;@cornejovalle;28
