Source;Target;Weight 
@ape_santboi;@sanchezcastejon;19
@ape_santboi;@arturmascat;19
@xaviertrias;@sanchezcastejon;35
@xaviertrias;@arturmascat;58
@sanchezcastejon;@arturmascat;24
@sanchezcastejon;@ape_cat;24
@arturmascat;@ape_cat;24
@ercbcn;@montsebenedi;94
@ercbcn;@finesop;12
@montsebenedi;@finesop;19
@bcnencomu;@oop_coop;69
@adacolau;@big_wyoming;49
@escolagracia;@ampasgracia;10
@avancemcat;@jpuigcorbe;41
@avancemcat;@adaparellada;25
@jpuigcorbe;@adaparellada;29
@jpuigcorbe;@joanignasielena;71
@adaparellada;@joanignasielena;24
@adaparellada;@alfredbosch;34
@joanignasielena;@alfredbosch;188
@pscnoubarris;@pscbarcelona;34
@aramateix;@xaviertrias;13
@xmonge;@capgirembcn;34
@comandovideo_;@festivalmalaga;11
@comandovideo_;@pah_bcn;11
@comandovideo_;@la_pah;11
@comandovideo_;@pahmalaga;11
@festivalmalaga;@pah_bcn;12
@festivalmalaga;@la_pah;12
@festivalmalaga;@pahmalaga;12
@pah_bcn;@pahmalaga;12
@la_pah;@pahmalaga;12
@bcnencomu;@granwyoming;13
@15mmikel;@bcnencomu;87
@toniartero;@ahorapodemos;102
@toniartero;@icveuia;102
@toniartero;@bcnencomu;81
@toniartero;@adacolau;181
@toniartero;@iniciativa;76
@toniartero;@pconstituent;100
@ahorapodemos;@icveuia;148
@ahorapodemos;@pconstituent;117
@icveuia;@iniciativa;79
@bcnencomu;@pconstituent;320
@iniciativa;@pconstituent;91
@ernesturtasun;@adacolau;66
@wyomingoficial;@adacolau;16
@dominguezireig;@icveuiabcn;11
@escolane;@nachovegastwit;10
@escolane;@bcnencomu;44
@nachovegastwit;@bcnencomu;40
@historiaycomic;@bcnencomu;48
@bcnencomu;@iaioflautas;54
@icveuia;@pablo_iglesias_;11
@ribasvilanova;@adacolau;11
@ribasvilanova;@bcnencomu;21
@juliojota96;@bcnencomu;20
@martadigon;@bcnencomu;17
@icvsantmarti;@bcnencomu;18
@icvsantmarti;@adacolau;15
@l_makeba;@bcnencomu;479
@xexu2000;@adacolau;37
@xexu2000;@bcnencomu;37
@julian_sese;@bcnencomu;10
@melontajaenmano;@bcnencomu;11
@mundoespejo1;@xaviertrias;17
@antigilivatios;@standreuencomu;32
@antigilivatios;@bcnencomu;49
@dosmesdoscinc;@bcnencomu;162
@braisbenitez;@b;13
@santidemajo;@adacolau;45
@15mmikel;@adacolau;51
@yolandavinyals;@adacolau;25
@casfetera;@adacolau;58
@toret;@big_wyoming;21
@big_wyoming;@bcnencomu;22
@ppbarcelona_;@aliciascamacho;110
@eprendedor;@bcnencomu;11
@prensacs;@cs_bcna;15
@prensacs;@ciudadanos;14
@carinamejias;@ciudadanos;14
@cs_bcna;@ciudadanos;14
@zbelaustegui;@bcnencomu;10
@zbelaustegui;@adacolau;10
@carpintero_dani;@bcnencomu;21
@galapita;@xtomas;10
@xtomas;@jaumecollboni;10
@historiaycomic;@adaco;27
@martadigon;@b;23
@xabilombardero;@bcnencomu;33
@sergicastanye;@bcnencomu;150
@sergicastanye;@adacolau;122
@yolandavinyals;@bcnencomu;34
@cesarsierran;@adacolau;19
@undelgrau;@;17
@csenmoviment;@;17
@lauracanyades;@bcnencomu;32
@carmelojorda;@adacolau;119
@_juanli;@adacolau;118
@inyaki9barris;@bcnencomu;28
@podemdsantmarti;@ahorapodemos;76
@podemdsantmarti;@podem_bcn;115
@aguetic;@bcnencomu;69
@lauravalls1;@adacolau;153
@lauravalls1;@bcnencomu;71
@dtorrejonm;@bcnencomu;15
@david_bel;@bcnencomu;45
@xaviersolert;@adacolau;128
@magicstyle31;@carinamejias;11
@eduardoindadice;@adacolau;542
@_mundus;@bcnencomu;84
@adriaral;@adacolau;19
@adacolau;@granwyoming;22
@adacolau;@xavierdomenechs;38
@elpaiscat;@cupbarcelona;17
@prodiblanes;@bcnencomu;10
@bassileo;@adacolau;19
@juanzuazabal;@bcnencomu;17
@juanzuazabal;@rosamariaartal;17
@bcnencomu;@rosamariaartal;22
@waldorapaz;@mariano9605;19
@caragirat;@adacolau;11
@caragirat;@bcnencomu;19
@rereguarda;@adacolau;10
@therealmadlover;@eduardoindadice;51
@therealmadlover;@mathieumarl;51
@therealmadlover;@adacolau;52
@eduardoindadice;@mathieumarl;82
@mathieumarl;@adacolau;82
@nitrojorjo;@ahorapodemos;12
@nitrojorjo;@podem_cat;12
@nitrojorjo;@podem_bcn;12
@david_escude;@pilardl;13
@david_escude;@pscbarcelona;14
@oscarjulio1789;@pscbarcelona;13
@bcnencomu;@isigala;13
@pulgafeliz;@bcnencomu;19
@jordimateobcn;@xaviertrias;14
@jordimateobcn;@nouscatalans;13
@podembadalona;@adacolau;14
@graciaencomu;@_mundus;40
@graciaencomu;@martaverdejo;40
@_mundus;@martaverdejo;55
@_mundus;@robert_soro;53
@martaverdejo;@robert_soro;53
@herrerajoan;@junqueras;28
@herrerajoan;@higiniaroig;35
@junqueras;@adacolau;28
@adacolau;@catnoalttip;16
@ahoramadrid;@andresgil;16
@bcnencomu;@andresgil;16
@bcnencomu;@taticatala;30
@bcnencomu;@eloibadia;115
@bcnencomu;@campu_maria;12
@ape_cat;@taticatala;39
@ape_cat;@eloibadia;11
@ape_cat;@campu_maria;41
@taticatala;@eloibadia;10
@taticatala;@campu_maria;35
@eloibadia;@campu_maria;10
@albertofdezxbcn;@rbalibr;26
@aedtweets;@bcntribuna;15
@aedtweets;@albertofdezxbcn;15
@aedtweets;@ppcatalunya;15
@bcntribuna;@albertofdezxbcn;27
@bcntribuna;@ppcatalunya;27
@arranbarcelona;@cupbarcelona;23
@cupsants;@cupbarcelona;16
@ahoramadrid;@eldiarioes;12
@bcnencomu;@eldiarioes;15
@carmenchusalas;@santanagonalez;25
@carmenchusalas;@montseplanes;14
@santanagonalez;@montseplanes;26
@santanagonalez;@albertofdezxbcn;37
@montseplanes;@albertofdezxbcn;27
@colonos_cs;@adacolau;16
@alfonsorojopd;@adacolau;13
@adacolau;@sextanochetv;3260
@equo;@ahoramadrid;10
@bcnencomu;@jotaemi;23
@ciutadanscs;@ciudadanoscs;151
@xaviertrias;@dipubcn;23
@nanasalvador;@alfredbosch;15
@neweconomyforum;@ppcatalunya;45
@neweconomyforum;@albertofdezxbcn;85
@enfermarebelde;@alis_cb;14
@enfermarebelde;@podem_bcn;25
@enfermarebelde;@15mbcnsalut;14
@alis_cb;@podem_bcn;15
@alis_cb;@15mbcnsalut;15
@podem_bcn;@15mbcnsalut;15
@revolucio1984;@pconstituentbcn;14
@jaumecollboni;@ugtcatalunya;27
@maneldhorta;@xaviertrias;23
@xavimarinetti;@bcnencomu;73
@lacruilla;@capgirembcn;11
@xaviertrias;@coneixementcat;14
@dipubcn;@coneixementcat;11
@adacolau;@el_intermedio;99
@manuelconde7;@albertofdezxbcn;62
@ape_cat;@adacolau;48
@bcnencomu;@mareagroga;10
@municipalsbcn;@ercbcn;29
@adacolau;@iaioflautas;171
@terrassaencomu;@carnecruda;53
@adacolau;@carnecruda;53
@bcnencomu;@carnecruda;53
@carmenandres_;@;12
@pscbarcelona;@;13
@galapita;@15mlliure;15
@adacolau;@15mlliure;10
@adacolau;@ismadani_abs;56
@sanchezcastejon;@adacolau;14
@adacolau;@bcn_ajuntament;43
@mggiiino;@adacolau;51
@ximobn;@adacolau;14
@xaviertrias;@bcn_hg;22
@icvnoubarris;@bcnencomu;35
@bcnencomu;@bcnencomu9b;47
@sanchezcastejon;@socialistes_cat;46
@carmenandres_;@socialistes_cat;13
@carmenandres_;@psoe;33
@pscbarcelona;@socialistes_cat;66
@socialistes_cat;@psoe;33
@naciodigital;@bcnencomu;20
@xaviertrias;@bcn_noubarris;15
@chupimikinet;@xaviertrias;16
@xaviertrias;@vilaweb;11
@sergicastanye;@euia_cat;11
@sergicastanye;@nuet;11
@sergicastanye;@icveuia;44
@euia_cat;@nuet;12
@euia_cat;@icveuia;13
@nuet;@icveuia;12
@_empanado_;@eduardoindadice;64
@_empanado_;@mathieumarl;64
@_empanado_;@adacolau;64
@aleixsalvans;@bcnencomu;32
@aleixsalvans;@adacolau;32
@labalanca;@ciu;19
@labalanca;@bcnencomu;36
@sebaspodemos;@bcnencomu;13
@ahoramadrid;@ahorapodemos;25
@arapolitica;@rogertugas;15
@alfredbosch;@rogertugas;16
@joaquimcoll;@jaumecollboni;19
@joaquimcoll;@icveuia;18
@jaumecollboni;@icveuia;42
@gaab75;@bcnencomu;66
@xaviertrias;@ciudadanos;13
@xaviertrias;@ciudadanoscs;33
@bcnencomu;@ciudadanoscs;33
@xaviertrias;@nuriamarinlh;14
@badabronx;@bcnencomu;21
@akratamondo;@capgirembcn;39
@xaviertrias;@xaviertrias;27
@podemvalls;@podem_bcn;11
@podemvalls;@gemmaubasart;11
@catalunyaplural;@capgirembcn;23
@bcnencomu;@katesb;160
@jscbcn;@jaumecollboni;31
@xaviertrias;@bcn_sstg;11
@cs_ciutat_vella;@cs_bcna;99
@cs_ciutat_vella;@soniasi02;51
@cs_ciutat_vella;@marilenbarcelo;73
@cs_ciutat_vella;@yagoalonsobcn;45
@cs_ciutat_vella;@pacosierral;51
@cs_bcna;@soniasi02;275
@cs_bcna;@pacosierral;129
@soniasi02;@yagoalonsobcn;292
@soniasi02;@pacosierral;283
@marilenbarcelo;@yagoalonsobcn;308
@marilenbarcelo;@pacosierral;301
@yagoalonsobcn;@pacosierral;231
@esqeixencomu;@bcnencomu;261
@laiars;@bcnencomu;16
@agenciaacn;@adacolau;11
@pepmariavila;@bcnencomu;11
@ppbarcelona_;@concepcioveray;10
@dololopez_;@ppcatalunya;20
@ppbarcelona_;@ua1fm;40
@pp_lleida;@ua1fm;40
@adacolau;@sospetitprincep;43
@adacolau;@lasextatv;271
@bcnencomu;@siemprepositifo;12
@siemprepositifo;@adacolau;15
@adacolau;@marcbertomeu;256
@pedrosantisteve;@adacolau;19
@oriolllado;@alfredbosch;31
@elperiodico;@jaumecollboni;97
@babuinopagano;@adacolau;12
@ernesturtasun;@bcnencomu;53
@bcntribuna;@amicspais;12
@albertofdezxbcn;@amicspais;12
@ppcatalunya;@amicspais;12
@pscbarcelona;@ugtcatalunya;16
@municipalscat;@esquerra_erc;10
@sandraboix;@xaviertrias;33
@carmenchusalas;@bcntribuna;17
@carmenchusalas;@ppcatalunya;61
@aedtweets;@amicspais;11
@15mbcn_int;@bcnencomu;33
@enoticiescat;@adacolau;31
@xriusenoticies;@adacolau;38
@bcnencomu;@euia_cat;59
@bcnencomu;@podem_cat;113
@laksmiz;@raholaoficial;20
@laksmiz;@jcanadellb;52
@tonialba;@jcanadellb;53
@jcanadellb;@adacolau;72
@agoneyb;@bcnencomu;10
@angelstomasgonz;@graciaencomu;29
@adacolau;@sorluciacaram;32
@elperiodico;@adacolau;104
@therealmadlover;@_empanado_;35
@icveuia;@janetsanz;26
@icveuia;@ricardgoma;10
@icveuia;@laiaortiz;30
@mtdp08230;@adacolau;14
@tirant_el_blanc;@adacolau;15
@carinamejias;@ppopular;82
@podemoscoruna;@ierrejon;15
@podemoscoruna;@adacolau;15
@podemoscoruna;@mareatlantica;15
@podemoscoruna;@s;15
@ierrejon;@mareatlantica;16
@adacolau;@mareatlantica;31
@mareatlantica;@s;16
@pedro_altuna;@adacolau;38
@pedro_altuna;@_anapastor_;11
@adacolau;@_anapastor_;292
@pplescorts;@casanovamiriam;22
@jmgracia100;@adacolau;18
@immamartin;@pplescorts;36
@immamartin;@casanovamiriam;12
@oscar_m;@xaviertrias;28
@arbosgenera;@xaviertrias;21
@arbosgenera;@millorbcn;35
@alexborras;@albertofdezxbcn;20
@albertofdezxbcn;@mopares77;20
@albertofdezxbcn;@amartinezpp;20
@albertofdezxbcn;@fsancos;20
@albertofdezxbcn;@okbcn;20
@albertofdezxbcn;@nngglescorts;20
@mopares77;@amartinezpp;20
@mopares77;@pp_sarria;20
@mopares77;@ppnoubarris;20
@mopares77;@fsancos;20
@mopares77;@okbcn;20
@mopares77;@nngglescorts;20
@mopares77;@pplescorts;20
@amartinezpp;@pp_sarria;20
@amartinezpp;@ppnoubarris;20
@amartinezpp;@fsancos;20
@amartinezpp;@okbcn;20
@amartinezpp;@nngglescorts;20
@amartinezpp;@pplescorts;20
@pp_sarria;@fsancos;20
@pp_sarria;@okbcn;20
@pp_sarria;@nngglescorts;20
@ppnoubarris;@fsancos;20
@ppnoubarris;@okbcn;20
@ppnoubarris;@nngglescorts;20
@fsancos;@okbcn;20
@fsancos;@nngglescorts;20
@fsancos;@pplescorts;20
@okbcn;@nngglescorts;20
@okbcn;@pplescorts;20
@nngglescorts;@pplescorts;20
@valgaral;@carinamejias;40
@valgaral;@begonavillacis;40
@jfh2651;@adacolau;19
@jfh2651;@sorluciacaram;18
@bcnencomu;@ercbcn;30
@ercbcn;@movesquerres;287
@ercbcn;@bcnciutatoberta;208
@miguel75her;@adacolau;27
@herrerajoan;@miqueliceta;96
@miqueliceta;@adacolau;109
@rasputinolga;@adacolau;11
@francescms;@bcnencomu;15
@bcnencomu;@laurora_cat;14
@lludria;@xaviertrias;24
@voluntarisbosch;@alfredbosch;16
@laiaortiz;@acolom_;37
@laiaortiz;@esqeixencomu;32
@acolom_;@esqeixencomu;33
@iniciativabcn;@encomuh_g;14
@iniciativabcn;@xexu2000;12
@encomuh_g;@xexu2000;13
@xaviertrias;@enricvd;18
@jordicoronas;@alfredbosch;20
@immamartin;@ppcatalunya;23
@encomuh_g;@guinardoencomu;34
@ercbcn;@martarovira;16
@alfredbosch;@mariamerceroca;29
@carinamejias;@cs_vallirana;10
@ercbcn;@toni_comin;45
@apereirasole;@jaumecollboni;48
@albertofdezxbcn;@rbali;33
@lareplicaes;@bcnencomu;40
@lamarta;@alfredbosch;10
@joanvallve;@bcnencomu;78
@ernestmorales;@bcnencomu;30
@alexmiquel;@alfredbosch;86
@pauguix;@cslescorts;18
@pauguix;@cs_bcna;42
@cslescorts;@cs_bcna;62
@xaviflorensa;@alfredbosch;18
@marcpuigperez;@alfredbosch;73
@miquellara;@ercbcn;32
@miquellara;@alfredbosch;46
@miquellara;@martiverges;22
@martiverges;@ercbcn;24
@martiverges;@alfredbosch;24
@stecatlliure;@alfredbosch;11
@stecatlliure;@ercbcn;13
@albertofdezxbcn;@fundernestll;31
@rbalibros;@fundernestll;31
@alexmiquel;@ercbcn;21
@carlesjulbe;@alfredbosch;72
@hospitalense_lh;@xaviertrias;12
@euia_cat;@adacolau;62
@manuelconde7;@xaviertrias;16
@naciodigital;@xaviertrias;19
@dosmesdoscinc;@gerardotc;16
@dosmesdoscinc;@mvidal80;16
@bcnencomu;@gerardotc;20
@adacolau;@gerardotc;17
@gerardotc;@mvidal80;17
@bcnciutatoberta;@gemmasendra;140
@alfredbosch;@gemmasendra;142
@ercbcn;@gemmasendra;98
@alfredbosch;@t_capdevila;57
@ercbcn;@t_capdevila;42
@ercbcn;@jordicoronas;17
@alfredbosch;@montsebenedi;70
@montsebenedi;@t_capdevila;11
@montsebenedi;@jordicoronas;12
@t_capdevila;@jordicoronas;12
@dv_martinez;@alfonsomerlos;13
@dv_martinez;@al;10
@naciodigital;@alfredbosch;19
@ideiazabaldu;@higiniaroig;26
@la_pah;@ape_cat;45
@la_pah;@jordievole;420
@ape_cat;@jordievole;22
@xriusenoticies;@alfredbosch;35
@municipalsbcn;@alfredbosch;58
@xaviertrias;@esquerra_erc;12
@adacolau;@esquerra_erc;16
@ernestmorales;@adacolau;28
@maesepads;@adacolau;99
@immamartin;@pp_sarria;11
@roberthorta7;@albertofdezxbcn;82
@xaviertrias;@sorluciacaram;23
@sorluciacaram;@elperiodico;22
@ppbarcelona_;@jalopeznoguera;13
@ppbarcelona_;@enricmillo;68
@bcnencomu;@bcnencomu;86
@ppbarcelona_;@salvadorpuy;10
@salvadorpuy;@pp_lleida;11
@mareasciudadana;@15mparato;16
@davidgr1714;@bcnencomu;17
@adacolau;@taticatala;20
@adacolau;@campu_maria;22
@bcnciutatoberta;@bcnciutatoberta;47
@manueltapial;@adacolau;16
@albertofdezxbcn;@carinamejias;24
@alfredbosch;@radio4_rne;15
@jcoscu;@adacolau;15
@partit_pirata;@bcnencomu;24
@elmatiaradio4;@alfredbosch;11
@popularessbd;@estebangesa;19
@humanista41;@pscbarcelona;13
@humanista41;@carmenandres_;13
@adacolau;@zmartes;32
@carmenchusalas;@xaviertrias;23
@carmenchusalas;@lavanguardia;11
@cesciglesies;@alfredbosch;57
@juliomurillo57;@xaviertrias;10
@mistrals;@adacolau;42
@bcnencomu;@podem_psisa;14
@xaviergonzalbez;@stantoniencomu;10
@xaviergonzalbez;@bcnencomu;91
@santidemajo;@stantoniencomu;23
@santidemajo;@esqeixencomu;32
@santidemajo;@x_riu;10
@stantoniencomu;@esqeixencomu;102
@stantoniencomu;@graciaencomu;10
@stantoniencomu;@sarriaencomu;10
@stantoniencomu;@x_riu;20
@esqeixencomu;@x_riu;20
@bcnencomu;@sarriaencomu;58
@bcnencomu;@x_riu;51
@graciaencomu;@sarriaencomu;15
@bcnencomu;@equobcn;23
@gardanuy_bcn;@bcn_eixample;49
@luisciferr;@cs_bcna;12
@cs_bcna;@cssabadell;11
@ciutadanscs;@soniasi02;10
@ciutadanscs;@cssabadell;10
@arqueolegmed;@alfredbosch;10
@ilpeducacio;@ilpeducacio;10
@la_directa;@teleafonica;10
@bcnencomu;@lamarinaencomu;144
@alfredbosch;@mjlecha;52
@tiocamunastuam;@xaviertrias;13
@erc_santandreu;@alfredbosch;36
@erc_lescorts;@alfredbosch;17
@revolucio1984;@adacolau;12
@adacolau;@vilaweb;17
@carolpacin;@bcnencomu;13
@luisfergegea;@pscbarcelona;35
@pscbarcelona;@nucarmona;28
@edi_iii;@cupstap;26
@cupstap;@capgirembcn;32
@xaviertrias;@teatrenacional;11
@ppcastellar;@ppbarcelona_;26
@ppbarcelona_;@ppopular;52
@ppcatalunya;@ppopular;31
@popularsmataro;@josemalogon;13
@raholaoficial;@nouscatalans;54
@adacolau;@ccifuentes;17
@bcnciutatoberta;@jpuigcorbe;53
@gemmasendra;@jpuigcorbe;38
@santilapeira;@ercbcn;22
@xaviertrias;@laciutat;13
@xaviertrias;@ondacero_cat;20
@albertofdezxbcn;@;267
@municipalsbcn;@adacolau;25
@sueordo;@xaviertrias;13
@socialistes_cat;@caminscat;10
@jordinador;@xaviertrias;17
@jordinador;@raholaoficial;20
@jordinador;@iaia_toneta;15
@xaviertrias;@iaia_toneta;16
@raholaoficial;@iaia_toneta;17
@xaviertrias;@caminscat;12
@xaviertrias;@asinca_cat;12
@ciu;@caminscat;12
@ciu;@asinca_cat;12
@convergenciacat;@caminscat;12
@convergenciacat;@asinca_cat;12
@miquel_01;@gebelque;10
@carlescg04;@adacolau;10
@xaviertrias;@ensenyamentcat;14
@arqueoleg;@podem_bcn;14
@lizcastro;@jaumecollboni;12
@margpuig;@podem_cat;13
@margpuig;@pconstituent;13
@margpuig;@bcnencomu;24
@margpuig;@fundacomunes;13
@podem_cat;@pconstituent;59
@podem_cat;@fundacomunes;54
@pconstituent;@fundacomunes;52
@bcnencomu;@fundacomunes;54
@enricmillo;@ppcatalunya;22
@ciutadanscs;@sigmados;28
@sigmados;@ciudadanoscs;10
@ciutadanscs;@albert_rivera;49
@bcnencomu;@catnoalttip;16
@municipalsbcn;@capgirembcn;11
@carinamejias;@juand_d_;23
@prensacs;@ciudadanoscs;64
@capgirembcn;@capgirembcn;31
@capgirembcn;@tradipatxanga;12
@gafas_y_reloj;@ppopular;56
@gafas_y_reloj;@carinamejias;106
@gafas_y_reloj;@ciudadanoscs;60
@gafas_y_reloj;@juanmi_news;56
@ppopular;@ciudadanoscs;102
@ppopular;@juanmi_news;58
@carinamejias;@juanmi_news;58
@ciudadanoscs;@juanmi_news;58
@jaumecollboni;@carinamejias;50
@adacolau;@carinamejias;55
@alfredbosch;@carinamejias;16
@alfredbosch;@cupbarcelona;18
@ampasgracia;@assemgroggracia;12
@ampasgracia;@xarxaei;11
@ampasgracia;@fapaccat;11
@ampasgracia;@bcnencomu;11
@assemgroggracia;@xarxaei;11
@assemgroggracia;@fapaccat;11
@assemgroggracia;@bcnencomu;11
@xarxaei;@fapaccat;11
@xarxaei;@bcnencomu;11
@fapaccat;@bcnencomu;11
@markocaldes20;@adacolau;16
@adacolau;@psoe;14
@ciudadanoscs;@ahorapodemos;34
@ciudadanoscs;@adacolau;84
@ahorapodemos;@ierrejon;280
@fabregas_73;@gelada_cardedeu;10
@adacolau;@ppopular;38
@tonialba;@alfredbosch;46
@enoticiescat;@alfredbosch;26
@dv_martinez;@albertofdezxbcn;13
@adacolau;@arqueoleg;29
@bcnencomu;@mareablancacat;11
@bcnencomu;@_cafeambllet;23
@bcnencomu;@braviddavo;16
@xaviertrias;@barcelona_010;24
@ercbcn;@arapolitica;96
@sexmero;@jfalbertos;11
@sexmero;@oriolcosta_;11
@cuscusbcn;@bcnencomu;47
@cslescorts;@carinamejias;127
@cslescorts;@cclescorts;78
@carinamejias;@cclescorts;84
@nanroig21;@alfredbosch;25
@adacolau;@_mundus;15
@toni_comin;@movesquerres;11
@cupbarcelona;@ivallets;20
@alfredbosch;@millorbcn;110
@esquerra_erc;@movesquerres;43
@esquerra_erc;@bcnciutatoberta;26
@movesquerres;@avancemcat;68
@bcnciutatoberta;@avancemcat;34
@perecullera;@bcnencomu;24
@pconstclot;@adacolau;74
@cupbarcelona;@arran_jovent;12
@drl1974;@adacolau;10
@somcomuns;@mlg_barcelona;18
@xaviertrias;@assemblea;48
@adacolau;@stopirph;30
@popularsgracia;@albertofdezxbcn;79
@carmenchusalas;@sandraboix;58
@adacolau;@pah_huelva;26
@rblasi;@ciu;25
@cvellaencomu;@bcnencomu;35
@ahoramadrid;@iunida;15
@bcnencomu;@iunida;24
@bcnencomu;@xescomagrinya;97
@adacolau;@xescomagrinya;45
@acolom_;@xescomagrinya;35
@patrickvedel;@ercbcn;11
@cs_bcna;@cs_santandreu;38
@cs_santandreu;@marilenbarcelo;12
@ppbarcelona_;@popularessbd;23
@ppbarcelona_;@ppgava;23
@ppbarcelona_;@populareshospit;61
@ppcastellar;@popularessbd;23
@ppcastellar;@ppgava;23
@ppcastellar;@populareshospit;23
@popularessbd;@ppgava;23
@popularessbd;@populareshospit;23
@ppgava;@populareshospit;23
@lnrdgbrl;@fginer;12
@lnrdgbrl;@carinamejias;12
@lnrdgbrl;@carolinapunset;12
@lnrdgbrl;@begonavillacis;12
@fginer;@carinamejias;112
@fginer;@carolinapunset;112
@fginer;@begonavillacis;108
@carolinapunset;@begonavillacis;189
@elperiodico;@sanchezcastejon;19
@joselg69;@miguelmarcoruiz;26
@joselg69;@adacolau;27
@miguelmarcoruiz;@adacolau;51
@albertofdezxbcn;@pp_sants;89
@bcnencomu;@sextanochetv;856
@elisabetbas;@immamartin;46
@immamartin;@pp_sants;15
@sanchezcastejon;@enric_hernandez;10
@jaumecollboni;@enric_hernandez;11
@elisabetbas;@pplescorts;45
@carmenchusalas;@ppcastellar;16
@carmenchusalas;@popularessbd;16
@carmenchusalas;@ppgava;16
@carmenchusalas;@populareshospit;23
@sextanoticias;@adacolau;203
@carmenchusalas;@daniserrano2015;19
@daniserrano2015;@albertofdezxbcn;18
@cupsants;@marcsantasusana;18
@cupsants;@florapla;15
@cupsants;@simongorjeos;27
@cupsants;@mjlecha;41
@marcsantasusana;@florapla;24
@marcsantasusana;@simongorjeos;14
@marcsantasusana;@mjlecha;15
@florapla;@simongorjeos;12
@florapla;@mjlecha;12
@herrerajoan;@bcnencomu;40
@candeliano;@adacolau;274
@sextanochetv;@ahorapodemos;33
@sandraboix;@elisabetbas;41
@sandraboix;@pplescorts;41
@elisabetbas;@carmenchusalas;35
@carmenchusalas;@pplescorts;41
@sandraboix;@ppopular;14
@josepmarpal;@ppcatalunya;15
@ppbarcelona_;@fsancos;34
@ppcatalunya;@fsancos;44
@ppbarcelona_;@josea_coto;16
@vacp5;@sandraboix;29
@vacp5;@ppdeteia;30
@vacp5;@elisabetbas;28
@vacp5;@carmenchusalas;30
@vacp5;@pplescorts;36
@vacp5;@albertofdezxbcn;79
@vacp5;@charines;19
@sandraboix;@ppdeteia;29
@sandraboix;@charines;19
@ppdeteia;@elisabetbas;31
@ppdeteia;@carmenchusalas;29
@ppdeteia;@pplescorts;31
@ppdeteia;@albertofdezxbcn;32
@ppdeteia;@charines;23
@elisabetbas;@charines;20
@carmenchusalas;@charines;19
@pplescorts;@charines;20
@miguelgardelva;@ciudadanoscs;51
@miguelgardelva;@luissalvador;49
@miguelgardelva;@carolinapunset;51
@miguelgardelva;@carinamejias;51
@miguelgardelva;@begonavillacis;48
@ciudadanoscs;@luissalvador;55
@ciudadanoscs;@carolinapunset;116
@luissalvador;@carolinapunset;50
@luissalvador;@carinamejias;53
@luissalvador;@begonavillacis;49
@jordimvila;@sfamiliaencomu;30
@jordimvila;@adacolau;14
@sfamiliaencomu;@adacolau;76
@urixturing;@xaviertrias;19
@digne_barri;@nomaspipisykks;15
@digne_barri;@xaviertrias;19
@nomaspipisykks;@municipalsbcn;22
@nomaspipisykks;@xaviertrias;39
@carmenchusalas;@s;14
@sandraboix;@s;18
@cupbarcelona;@llenguacat;12
@movesquerres;@ernestmaragall;18
@bcnciutatoberta;@ernestmaragall;74
@xaviertrias;@sants3radio;30
@xaviertrias;@bcn_santsmont;59
@sants3radio;@bcn_santsmont;18
@miquelessomba;@bcnencomu;22
@alfredbosch;@ercdoszero;19
@ercdoszero;@esquerra_erc;10
@jaumecollboni;@nuriamarinlh;10
@arapolitica;@jaumecollboni;43
@montseges;@jaumecollboni;40
@montseges;@pscbarcelona;32
@ferran;@andarel;29
@luisfergegea;@fontdelgos;15
@jaumecollboni;@dmodol_urbarch;52
@jaumecollboni;@fontdelgos;19
@cupnacional;@bcnencomu;57
@unidaddeluz;@xaviertrias;15
@luisfergegea;@sanchezcastejon;14
@luisfergegea;@psoe;13
@luisfergegea;@claudiobanchel1;16
@sanchezcastejon;@claudiobanchel1;11
@psoe;@claudiobanchel1;11
@jaumecollboni;@claudiobanchel1;12
@claudiobanchel1;@fontdelgos;12
@immamartin;@javiermulleras;10
@catalunyaplural;@safucat90;19
@alainggagnon;@marcsanjaume;15
@alainggagnon;@xaviertrias;15
@alainggagnon;@marc_vi;15
@alainggagnon;@hnationalism;15
@marcsanjaume;@xaviertrias;16
@marcsanjaume;@marc_vi;16
@marcsanjaume;@hnationalism;16
@xaviertrias;@marc_vi;16
@xaviertrias;@hnationalism;16
@marc_vi;@hnationalism;16
@ciu;@pah_bcn;17
@ciu;@adacolau;71
@formulatv;@el_intermedio;77
@formulatv;@adacolau;77
@immigracio_erc;@alfredbosch;50
@immigracio_erc;@rmnahar;37
@immigracio_erc;@_montse_torres;28
@alfredbosch;@rmnahar;43
@alfredbosch;@_montse_torres;29
@rmnahar;@_montse_torres;26
@adacolau;@adacolau;53
@ramncasares;@adacolau;102
@nenabrisel;@carinamejias;31
@nenabrisel;@begonavillacis;31
@ivanaltimira;@cupbarcelona;10
@miguel_perez_fr;@bcnencomu;18
@miguel_perez_fr;@csenmoviment;17
@r_feenstra;@csenmoviment;10
@eduardvoltas;@bcnencomu;20
@fjmillan69;@begonavillacis;76
@fjmillan69;@ciudadanoscs;76
@jordiroigg;@adacolau;65
@carinho9;@ciudadanoscs;11
@carinho9;@carinamejias;13
@marianoneyra;@bcnencomu;52
@marianoneyra;@cxmadrid;52
@bcnencomu;@cxmadrid;53
@guerrero_negro_;@adacolau;58
@angelsmcastells;@catalunyap;24
@adacolau;@catalunyap;24
@santimdx5;@xaviertrias;47
@santimdx5;@pa;20
@xaviertrias;@pa;20
@uniopagesos;@ccoocatalunya;17
