Tweet
RT @CarinaMejias: Favoreceremos la agilidad  y simplificación en la gestión municipal de BCN mediante una mayor digitalización de los proce…
RT @CarinaMejias: Haremos de Barcelona una ciudad de oportunidades y de empleo apostando por los emprendedores.
RT @CarinaMejias: @gaab75  Si, también. Pero casi mejor trilingüe que cada día es más necesario con tanto visitante.
RT @CarinaMejias: @leotaxil @QuinManso Si! Soy española y me voy a quedar aquí para recordaros que vosotros también sois españoles y para s…
RT @CarinaMejias: En la presentación del libro 100 preguntas  sobre #ElCambioSensato de @Albert_Rivera http://t.co/NsJL9TlWEG
RT @CarinaMejias: Despejando dudas: http://t.co/9qcnR1tHPY
RT @CarinaMejias: Clausura de la jornada de formación de candidatos de @CiudadanosCs para las próximas elecciones. #ElCambioSensato http://…
RT @CarinaMejias: Barcelona tiene que ser una capital cultural con proyección internacional, sin imaginarias fronteras políticas y lingüíst…
RT @CarinaMejias: @FrancisRubioGme @Albert_Rivera @soniasi02 igualmente! Ha sido un placer.
RT @CarinaMejias: @jgavel7 @Cs_santandreu @csnoubarris @DeboraSanchezCs gracias por todo el apoyo y el trabajo que hacéis.
RT @CarinaMejias: @fjmillan69 @begonavillacis @CiudadanosCs muchas Gracias!! #ElCambioSensato
RT @CarinaMejias: @DeboraSanchezCs @csnoubarris Gracias!!
RT @CarinaMejias: @CsLesCorts @soniasi02 @MarilenBarcelo muchas gracias por todo el trabajo que estáis haciendo. Sin vosotros no sería igua…
RT @CarinaMejias: @DMarzal : Barcelona ha de ser una capital cultural amb projecció internacional, sense imaginàries fronteres polítiques i…
RT @CarinaMejias: @DMarzal las fronteras lingüísticas las ponen los mismos que encierran Barcelona con cadenas humanas.
RT @CarinaMejias: España pide cambio: @elperiodico Barómetro político d España @_GESOP http://t.co/Ln9o4WuDOJ”
RT @CarinaMejias: Somos #MujeresCiudadanas porque queremos transformar España y queremos ser las protagonistas del cambio. http://t.co/Hzxo…
RT @CarinaMejias: @Cesar_Cabo todo es movedizo y cambiante. Pero lo importante es que hemos generado ilusión y confianza. Bs.
RT @CarinaMejias: @juanmarin_cs @Cs_BCNA  Gracias Juan!! Mucha suerte!!!
RT @CarinaMejias: Lamentem la mort d'una professora i volem mostrar tot el nostre suporta a les famílies dels ferits en una escola de la Sa…
RT @CarinaMejias: @GirautaOficial como lo calificarías: racismo, xenofobia, supremacismo o todo junto.
RT @CarinaMejias: Momento Balcón de Génova.Satisfechos y contentos. Años difíciles pero gracias al trabajo hemos conseguido la mayoría en l…
RT @CarinaMejias: Cuando las siglas son un lastre:El PSC cambia su marca municipal a Candidatura de Progrés, La Vanguardia/Europa Press htt…
RT @CarinaMejias: .@CiudadanosCs convoca elecciones primarias en #Barcelona para elegir a los candidatos del 2 al 5 de la lista para acompa…
