Tweet
RT @albertofdezxbcn: ¡Buenos días! A las 13h recordad la cita con lo compañer@s de @elmaticope de @cope_es. ¡Os espero para hablar de #lame…
RT @albertofdezxbcn: Nunca mejor dicho, ayer debatiendo sobre cómo construir #lamejorBarcelona en @caminscat. ¡Muchas gracias, un placer! h…
RT @albertofdezxbcn: Os dejo la entrevista con @Equinoxradio de esta semana ¡Todo un placer! https://t.co/CofL53QvRl
"RT @albertofdezxbcn: Siempre la ""experiencia ha sido un grado"" y ahora parece que si aportas experiencia y rigor para #Barcelona sea algo m…"
RT @albertofdezxbcn: No me parece bien que @xaviertrias se reúna con inmigrantes para regalarles los oídos. Tienen derechos y obligaciones …
RT @albertofdezxbcn: Apuesto por quienes han defendido su programa electoral de los anteriores comicios y lo pueden seguir defendiendo @eur…
RT @albertofdezxbcn: Como pasó con @AlbiolAlcalde_  y @manureyeslopez  #juntos #lamejorBarcelona #Municipales2015 http://t.co/o0cFXAYmWm
RT @albertofdezxbcn: Son los autores del 82% de iniciativas del total de la oposición estos cuatro años. http://t.co/OvqgeI4ciM @LaVanguard…
RT @albertofdezxbcn: No estamos x grandes fichajes, sino x la experiencia, el rigor y el compromiso con BCN y sus barrios http://t.co/v0Oqk…
RT @albertofdezxbcn: Representamos a los barceloneses q huyen de la estelada de Trias y de la izquierda radical de Colau http://t.co/L4F5wJ…
RT @albertofdezxbcn: #juntos #lamejorBarcelona @larazon_es http://t.co/gt2vIm3EV2
RT @albertofdezxbcn: La noticia habla por si sola, juzgad vosotr@s mism@s. @abc_es @ABC_Barcelona ¿Qué opináis? http://t.co/8Z6sftOUPB
RT @albertofdezxbcn: ¡Buenos días! Hoy con los compañeros de @caminscat debatiendo sobre las #Municipals2015, moderado por @toniaira http:/…
RT @albertofdezxbcn: En @Laciutat de @OndaCero_cat para hablar con @albertlesan de #LaMejorBarcelona @OndaCero_es http://t.co/naSXd9n5dC
RT @albertofdezxbcn: Para @xaviertrias el 24M gira alrededor de la independencia, para mí alrededor de #lamejorBarcelona @OndaCero_es @Laci…
RT @albertofdezxbcn: Mi #Barcelona: sin Can Vies ni mezquita, con firmeza 10 contra la delincuencia y q reclama al @govern lo que es suyo h…
RT @albertofdezxbcn: El cambio de Barcelona no puede ser de @xaviertrias que es Guatemala a @AdaColau que es Guatepeor, nosotros representa…
RT @albertofdezxbcn: ¡Buenos días! Qué buen ambiente se respiraba minutos antes de empezar la carrera. ¡Suerte a todos! @elcorteingles http…
RT @albertofdezxbcn: En la presentación del Programa Marco para las municipales. Mis prioridades: empleo y las personas #lamejorBarcelona h…
RT @albertofdezxbcn: ¡Gracias a tod@s! #juntos #lamejorBarcelona @ppceixample @PPNouBarris @PPHortaGuinardo @pplescorts @PP_Sarria http://t…
RT @albertofdezxbcn: .@xaviertrias nos ha dado gato por libre: sumándose a la deriva independentista en lugar de promover el cambio prometi…
RT @albertofdezxbcn: Esta noche, a las 22h estaré en @Equinoxradio para hablar de los proyectos para que #juntos construyamos #lamejorBarce…
RT @albertofdezxbcn: ¿Qué opináis sobre que el periodo de pago de las expropiaciones forzosas en algunos casos llegue a superar los 8 años?…
RT @albertofdezxbcn: ¿Qué mejorarías en tu barrio o en qué invertirías para mejorarlo? ¡Mándame tu propuesta, #juntos trabajamos por #lamej…
RT @albertofdezxbcn: Somos la alternativa a la izquierda radical de Colau y la estelada de Trias. Creemos en 1 BCN al servicio de los barce…
RT @albertofdezxbcn: Con los compañer@s de @PPCiutatVella trabajando desde cada barrio y distrito #juntos #lamejorBarcelona. http://t.co/3T…
RT @albertofdezxbcn: Trias presenta la transformación de la Ronda del Mig q se iniciará en septiembre, cuando se comprometió a iniciarla an…
RT @albertofdezxbcn: La transformación de la Ronda del Mig, tramo Lesseps-Escorial, se impulsó gracias al PP con una inversión de más 8M€ #…
RT @albertofdezxbcn: .@xaviertrias burla la ley electoral. http://t.co/dJiUFkPxkR @europapress @EPCatalunya ¿Qué opináis?
RT @albertofdezxbcn: Cada cop que ens hem presentat, hem millorat resultats i cada vegada estic + a prop de ser alcalde #lamillorBarcelona …
RT @albertofdezxbcn: El trabajo sale mejor cuando todas las administraciones, @barcelona_cat , el @govern y Estado, trabajamos unidos http:…
